availability,detail,images,name,regular_price,sale_price,sku
Out of Stock,"By far our most popular statement of the season, the Harriet Double Ring features four genuine baroque pearls framed in delicate metallic detail. Perfect from day out to night on the town, this ring is sure to become your go-to accessory.																",https://www.jewelryus.shop/images/cache/8/e/8e441b48c6279ffb544f295879fe4009.jpg,Harriet Double Ring White Gold,$109.97,$28.99,KS-0846
Out of Stock,"By far our most popular statement of the season, the Harriet Double Ring features four genuine baroque pearls framed in delicate metallic detail. Perfect from day out to night on the town, this ring is sure to become your go-to accessory.																",https://www.jewelryus.shop/images/cache/b/f/bf4e2e6b3c55bbe2d9f5bdab9c99f8ca.jpg,Harriet Double Ring Rose Gold,$109.97,$28.99,KS-0848
In stock,Add a colorful statement to your signature stack with the Daisy Adjustable Chain Bracelet in Purple Jade.																,https://www.jewelryus.shop/images/cache/d/a/daa8c627c9149962a1054d9a9330dbb4.jpg,Daisy Adjustable Chain Bracelet in Purple Jade,$85.00,$21.89,KS-0869
In stock,"A delicate chain bracelet with an adjustable slide, our Gold Elaina Bracelet in Teal Drusy is a must-have layer for any gal??s style.																",https://www.jewelryus.shop/images/cache/7/7/7798732675781d77ee00a741ed2649b7.jpg,Elaina Gold Adjustable Chain Bracelet in Teal Drusy,$85.00,$21.89,KS-0843
In stock,"For an heirloom inspired look with modern touches, look no further than the Glenda Statement Earrings in Emerald Glass, featuring elegant stones interlaced with intricate crystal accents.																",https://www.jewelryus.shop/images/cache/9/8/9849cc2dba7a877a5aa632edda0001a8.jpg,Glenda Statement Earrings in Emerald Glass,$215.00,$60.50,KS-0842
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Silver Stud Earrings in Rose Quartz, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/d/f/df169eeb629f00f095ada3c2a5ab17e9.jpg,Tessa Silver Stud Earrings in Rose Quartz,$70.00,$18.99,KS-0849
In stock,"A delicate chain bracelet with an adjustable slide, our Gold Elaina Bracelet in Violet Drusy is a must-have layer for any gal??s style.																",https://www.jewelryus.shop/images/cache/7/d/7d78404c55f01fa8336b35c0d5b5ca9a.jpg,Elaina Gold Adjustable Chain Bracelet in Violet Drusy,$85.00,$21.89,KS-0838
In stock,"Ornate floral filigree teams up with modern chain detail that can be tucked in the back or slid to the front to create the Heidi Choker Necklace in Antique Silver, a romantic addition to any look.																",https://www.jewelryus.shop/images/cache/6/9/69fc09520c4a80381b907450aea8c1fc.jpg,Heidi Choker Necklace in Antique Silver,$129.97,$34.99,KS-0800
Out of Stock,"Our classic oval shape and an open design combine to create the Elyse Ring in Gold, featuring a thin metallic frame and dash of drusy for a wear-anywhere statement.																",https://www.jewelryus.shop/images/cache/5/9/599d5cb44ab9582f76dabf88819cba65.jpg,Elyse Ring in Gold,$90.00,$23.00,KS-0850
In stock,"Ornate floral filigree teams up with modern chain detail that can be tucked in the back or slid to the front to create the Heidi Choker Necklace in Rose Gold, a romantic addition to any look.																",https://www.jewelryus.shop/images/cache/8/d/8dc4e37419055cfb37cbd6765079e705.jpg,Heidi Choker Necklace in Rose Gold,$129.97,$34.99,KS-0799
Out of Stock,"With our signature shape on one side and a bold Blush Pearl accent on the other, adjustability has never been as chic as the Vada Pinch Bracelet, a cuff made for dynamic stacking.																",https://www.jewelryus.shop/images/cache/d/b/dbc356cd54eed98dba9c022bb4c5e1b6.jpg,Vada Pinch Bracelet in Blush Pearl,$70.00,$18.99,KS-0797
In stock,"A delicate chain bracelet with an adjustable slide, our Silver Elaina Bracelet in Ivory Mother-of-Pearl is a must-have layer for any style.																",https://www.jewelryus.shop/images/cache/3/5/35a84275be9dacb6881b786ee7104e52.jpg,Elaina Silver Chain Bracelet in Ivory Mother of Pearl,$70.00,$18.99,KS-0837
Out of Stock,"By far our most popular statement of the season, the Harriet Double Ring features four genuine baroque pearls framed in delicate metallic detail. Perfect from day out to night on the town, this ring is sure to become your go-to accessory.																",https://www.jewelryus.shop/images/cache/9/9/9928e1028b81951a6931040117fca4ba.jpg,Harriet Double Ring,$109.97,$28.99,KS-0845
In stock,"Upgrade your simple hoop with the Elora Gold Hoop Earrings in Platinum Drusy, featuring a dainty stone in our signature oval shape.																",https://www.jewelryus.shop/images/cache/b/a/ba8ed88353f13f62719d8714f41a1add.jpg,Elora Gold Hoop Earrings in Platinum Drusy,$105.00,$27.50,KS-0796
In stock,Add a colorful statement to your signature stack with the Daisy Gold Adjustable Chain Bracelet in Maroon Jade.																,https://www.jewelryus.shop/images/cache/4/1/41047972345034582b101425f6993e8e.jpg,Daisy Gold Adjustable Chain Bracelet in Maroon Jade,$85.00,$21.89,KS-0868
In stock,The Cambria Statement Earrings in Silver feature a unique starburst silhouette and an Ivory Mother-of-Pearl center for a lightweight look with all the drama.																,https://www.jewelryus.shop/images/cache/b/f/bf0f5dd9053ec629e9f6b9a8b07d1037.jpg,Cambria Statement Earrings in Silver,$140.00,$38.00,KS-0836
In stock,Crystal detail accentuates the sophisticated and studded Charlie Grace Hoop Earrings in Silver to elevate your everyday.																,https://www.jewelryus.shop/images/cache/3/4/34c4cb206039288a59a47655a303d63f.jpg,Charlie Grace Hoop Earrings in Silver,$100.00,$26.00,KS-0795
Out of Stock,"Our iconic oval silhouette gets an edgy and elevated update with the Chastain Ring in Rainbow Moonstone and 14k Gold, featuring a Diamond accent for a hint of sparkle. A stunner that stands out on its own, it also makes the perfect complement to your everyday ring stack. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/9/a/9abe941ba57e35ce18b854c860d0ca76.jpg,Chastain Ring in Gold Blue,$175.00,$30.50,KS-0788
In stock,"Steal the show with the Decker Statement Earrings in Berry Illusion, featuring crystal accents and strings of genuine stone beads for the perfect move-with-you fringe.																",https://www.jewelryus.shop/images/cache/3/f/3f21a9d92ade7977903964c039293b41.jpg,Decker Statement Earrings in Berry Illusion,$119.97,$31.99,KS-0785
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Pinch Bracelet in Berry Glass is a stack staple. This beautifully designed pinch bracelet is guaranteed to turn heads every time you wear it. No matter the size of your wrist, our Elton Pinch Bracelet is sure to fit you and your style.																",https://www.jewelryus.shop/images/cache/7/2/723bf65a82be36d99147036c5ac13dc2.jpg,Elton Pinch Bracelet in Berry Glass,$64.97,$17.89,KS-0780
Out of Stock,"Our iconic oval silhouette gets an edgy and elevated update with the Chastain Ring in Rainbow Moonstone and 14k Gold, featuring a Diamond accent for a hint of sparkle. A stunner that stands out on its own, it also makes the perfect complement to your everyday ring stack. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/b/c/bc5a25bea3bbfd5ce4d885b944dc695c.jpg,Chastain Ring in Gold Purple,$175.00,$30.50,KS-0786
In stock,Crystal detail accentuates the sophisticated and studded Charlie Grace Hoop Earrings in Gold to elevate your everyday.																,https://www.jewelryus.shop/images/cache/b/2/b28105d455c7273f9170edb7bf02cf09.jpg,Charlie Grace Hoop Earrings in Gold,$100.00,$26.00,KS-0794
In stock,"For a necklace that??s as bold as it is beautiful, look no further then seven striking stones linked together to create the Harlow Rose Gold Statement Necklace in Suspended Ivory Pearl.																",https://www.jewelryus.shop/images/cache/0/a/0af2825d38064f4e4e0c76d918867108.jpg,Harlow Rose Gold Statement Necklace in Suspended Ivory Pearl,$245.00,$69.50,KS-0789
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Pinch Bracelet in Aqua Apatite is a stack staple.																",https://www.jewelryus.shop/images/cache/4/c/4cea1b32808f22e917a369c05085f637.jpg,Elton Pinch Bracelet in Aqua Apatite,$69.97,$16.99,KS-0778
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Silver Adjustable Chain Bracelet in Rose Quartz is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/1/a/1aad8c384d569178ec8c71a1bd47e5f1.jpg,Elaina Silver Adjustable Chain Bracelet in Rose Quartz,$70.00,$18.99,KS-0779
In stock,Looking for your new everyday bracelet,https://www.jewelryus.shop/images/cache/2/f/2fe33e59f18811b4d9405a10cf459b8f.jpg,Ott Adjustable Chain Bracelet in Gold,$90.00,$23.00,KS-0776
In stock,"A take on our signature shape that is both minimalist and recognizable, the Barrett Stud Earrings in Bright Silver are an everyday accessory that works with anything you pair it with.																",https://www.jewelryus.shop/images/cache/6/1/61f7c0a7d0d80a787fa9c3452da6a371.jpg,Barrett Stud Earrings in Bright Silver,$65.00,$17.89,KS-0775
In stock,"Ornate floral filigree teams up with modern chain detail that can be tucked in the back or slid to the front to create the Heidi Choker Necklace in Brass, a romantic addition to any look.																",https://www.jewelryus.shop/images/cache/c/0/c0c33943662c0f19d95853a17f2ef603.jpg,Heidi Choker Necklace in Brass,$129.97,$34.99,KS-0801
In stock,"A modern, minimal bracelet that adjusts to your perfect fit, we love the Ott Bracelet in Rose Gold for its subtle touch of sparkle and its easy-to-stack appeal.																",https://www.jewelryus.shop/images/cache/6/f/6f872a01915fe34d954ff5191b2ef0eb.jpg,Ott Adjustable Chain Bracelet in Rose Gold,$90.00,$23.00,KS-0777
In stock,"Upgrade your simple hoop with the Elora Hoop Earrings in Fuchsia Kyocera Opal, featuring a dainty stone in our signature oval shape.																",https://www.jewelryus.shop/images/cache/8/0/80a100bfd4fa726f77d314cf08a85a05.jpg,Elora Hoop Earrings in Fuchsia Kyocera Opal,$130.00,$35.00,KS-0753
In stock,"A delicate chain bracelet with an adjustable slide, our Gold Elaina Bracelet in Magenta Magnesite is a must-have layer for any style.																",https://www.jewelryus.shop/images/cache/3/f/3fa23a506b69b4d0b42fd7c8a33dbb29.jpg,Elaina Gold Chain Bracelet in Magenta,$70.00,$18.99,KS-0790
In stock,"Add some statement to your bracelet stack with the Harp Adjustable Bracelet in Gold, made with delicate metallic details and a touch of pave sparkle.																",https://www.jewelryus.shop/images/cache/1/9/19a2a34d7c9b20c9b6b8de255c3169ed.jpg,Harp Adjustable Chain Bracelet in Gold,$100.00,$26.00,KS-0752
In stock,"The Dean Pendant Necklace defines modern simplicity with a thin Magenta Pearl stone in a custom barrel shape, Gold metallic accents, and an adjustable chain.																",https://www.jewelryus.shop/images/cache/c/c/ccbe6812d1537fbf63faef3838fdac91.jpg,Dean Pendant Necklace in Magenta Pearl,$85.00,$21.89,KS-0755
In stock,"Your favorite everyday accessory receives a sparkling update with the Bea Drop Earrings, featuring a subtle sloping silhouette and studded crystals surrounding a delicate Rose Gold frame.																",https://www.jewelryus.shop/images/cache/1/6/1674318ac6c7b6abc6b4d8b77bb4275b.jpg,Bea Drop Earrings in Rose Gold,$90.00,$23.00,KS-0758
In stock,"Subtle style meets statement-making size with the Sophee Drop Earrings in Rose Gold, featuring romantic details on a metallic frame. These drop earrings define elegant style that can be dressed up or down. Add a touch of shine to your casual look or wear our Sophee Drop Earrings as you head out for a night on the town.																",https://www.jewelryus.shop/images/cache/d/b/db25b6aed91396c74de9568d36f15800.jpg,Sophee Drop Earrings in Rose Gold,$75.00,$19.89,KS-0744
In stock,Our Zosia Pendant Necklace in Rose Gold combines removable charms and an adjustable length for a look with all the charm of Florence and none of the jetlag.																,https://www.jewelryus.shop/images/cache/0/8/08a249f42936046cb418dffe4f55e563.jpg,Zosia Long Pendant Necklace in Rose Gold,$119.97,$31.99,KS-0748
In stock,"Our daintiest oval-shaped earring yet, the Dani Silver Earrings in Black makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/d/5/d5c99983730aeea7d3d527bf0de7bb27.jpg,Dani Silver Earrings in Black,$72.00,$17.60,KS-0743
In stock,"Our daintiest oval-shaped earring yet, the Dani Gold Drop Earrings in Turquoise makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/2/9/294b6ebc32069fa4360c7fd77fee1e2e.jpg,Dani Gold Drop Earrings in Turquoise,$72.00,$17.60,KS-0741
In stock,"The Dean Pendant Necklace defines modern simplicity with a thin Ivory Pearl stone in a custom barrel shape, Gold metallic accents, and an adjustable chain.																",https://www.jewelryus.shop/images/cache/e/f/eff44df97efb980c0642d9288c295d51.jpg,Dean Pendant Necklace in Ivory Pearl,$85.00,$21.89,KS-0754
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Drop Earrings in Clear Crystal, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/f/4/f480f28c0f018184257fb3ee0518713f.jpg,Carla Drop Earrings in Clear Crystal,$90.00,$23.00,KS-0742
In stock,"The Carinne Drop Earrings in Rose Quartz feature dainty, kite-shaped stones and a featherlight frame that adds the finishing touch to any outfit. These drop earrings have both a delicate feel and statement appearance, making them versatile and easy to wear with anything. Pick up a pair and turn heads as you pass by wearing our Carinne Drop Earrings.																",https://www.jewelryus.shop/images/cache/6/4/6471642edededb6e44538c62eace0af4.jpg,Carinne Drop Earrings in Rose Quartz,$75.00,$19.89,KS-0740
In stock,"Our classic oval shape goes dainty in the Lee Silver Earrings in White Pearl, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/e/f/ef1f304ea9862f11d7ea9c4aad27f5ee.jpg,Lee Silver Earrings in White Pearl,$70.00,$18.99,KS-0737
Out of Stock,"Our iconic oval silhouette gets an edgy and elevated update with the Chastain Ring in Rainbow Moonstone and 14k Gold, featuring a Diamond accent for a hint of sparkle. A stunner that stands out on its own, it also makes the perfect complement to your everyday ring stack. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/2/3/23143d5e9cf29d44c799a2531ca6dd01.jpg,Chastain Ring in Gold Pink,$175.00,$30.50,KS-0787
